"STATISTIC","Statistic","TLIST(Q1)","Quarter","C01855V02284","Port","C01713V02044","Region of Trade","UNIT","VALUE"
"TBQ05C02","Goods Received","20203","2020Q3","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","281"
"TBQ05C02","Goods Received","20203","2020Q3","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","41"
"TBQ05C02","Goods Received","20203","2020Q3","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","52"
"TBQ05C02","Goods Received","20203","2020Q3","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C02","Goods Received","20204","2020Q4","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","8790"
"TBQ05C02","Goods Received","20204","2020Q4","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","3385"
"TBQ05C02","Goods Received","20204","2020Q4","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","3317"
"TBQ05C02","Goods Received","20204","2020Q4","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","346"
"TBQ05C02","Goods Received","20204","2020Q4","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","1570"
"TBQ05C02","Goods Received","20204","2020Q4","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","171"
"TBQ05C02","Goods Received","20204","2020Q4","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","."
"TBQ05C02","Goods Received","20204","2020Q4","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","."
"TBQ05C02","Goods Received","20204","2020Q4","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes","."
"TBQ05C02","Goods Received","20204","2020Q4","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes","."
"TBQ05C02","Goods Received","20204","2020Q4","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","."
"TBQ05C02","Goods Received","20204","2020Q4","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes","."
"TBQ05C02","Goods Received","20204","2020Q4","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","215"
"TBQ05C02","Goods Received","20204","2020Q4","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","37"
"TBQ05C02","Goods Received","20204","2020Q4","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","136"
"TBQ05C02","Goods Received","20204","2020Q4","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","28"
"TBQ05C02","Goods Received","20204","2020Q4","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","11"
"TBQ05C02","Goods Received","20204","2020Q4","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","3"
"TBQ05C02","Goods Received","20204","2020Q4","IEDUB","Dublin","-","All regions of trade","000 Tonnes","4558"
"TBQ05C02","Goods Received","20204","2020Q4","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2826"
"TBQ05C02","Goods Received","20204","2020Q4","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","1488"
"TBQ05C02","Goods Received","20204","2020Q4","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","75"
"TBQ05C02","Goods Received","20204","2020Q4","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","12"
"TBQ05C02","Goods Received","20204","2020Q4","IEDUB","Dublin","5","Coastal trade","000 Tonnes","158"
"TBQ05C02","Goods Received","20204","2020Q4","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","1951"
"TBQ05C02","Goods Received","20204","2020Q4","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","90"
"TBQ05C02","Goods Received","20204","2020Q4","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","1035"
"TBQ05C02","Goods Received","20204","2020Q4","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","175"
"TBQ05C02","Goods Received","20204","2020Q4","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","644"
"TBQ05C02","Goods Received","20204","2020Q4","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","8"
"TBQ05C02","Goods Received","20204","2020Q4","IEORK","Cork","-","All regions of trade","000 Tonnes","1421"
"TBQ05C02","Goods Received","20204","2020Q4","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","193"
"TBQ05C02","Goods Received","20204","2020Q4","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","387"
"TBQ05C02","Goods Received","20204","2020Q4","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","27"
"TBQ05C02","Goods Received","20204","2020Q4","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","814"
"TBQ05C02","Goods Received","20204","2020Q4","IEORK","Cork","5","Coastal trade","000 Tonnes","1"
"TBQ05C02","Goods Received","20204","2020Q4","IEROS","Rosslare","-","All regions of trade","000 Tonnes","247"
"TBQ05C02","Goods Received","20204","2020Q4","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","198"
"TBQ05C02","Goods Received","20204","2020Q4","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","48"
"TBQ05C02","Goods Received","20204","2020Q4","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes","."
"TBQ05C02","Goods Received","20204","2020Q4","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes","."
"TBQ05C02","Goods Received","20204","2020Q4","IEROS","Rosslare","5","Coastal trade","000 Tonnes","."
"TBQ05C02","Goods Received","20204","2020Q4","IEWAT","Waterford","-","All regions of trade","000 Tonnes","397"
"TBQ05C02","Goods Received","20204","2020Q4","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","41"
"TBQ05C02","Goods Received","20204","2020Q4","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","223"
"TBQ05C02","Goods Received","20204","2020Q4","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","41"
"TBQ05C02","Goods Received","20204","2020Q4","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","90"
"TBQ05C02","Goods Received","20204","2020Q4","IEWAT","Waterford","5","Coastal trade","000 Tonnes","2"
"TBQ05C02","Goods Received","20211","2021Q1","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","8077"
"TBQ05C02","Goods Received","20211","2021Q1","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2194"
"TBQ05C02","Goods Received","20211","2021Q1","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","3205"
"TBQ05C02","Goods Received","20211","2021Q1","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","625"
"TBQ05C02","Goods Received","20211","2021Q1","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","1871"
"TBQ05C02","Goods Received","20211","2021Q1","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","181"
"TBQ05C02","Goods Received","20211","2021Q1","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","."
"TBQ05C02","Goods Received","20211","2021Q1","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","."
"TBQ05C02","Goods Received","20211","2021Q1","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes","."
"TBQ05C02","Goods Received","20211","2021Q1","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes","."
"TBQ05C02","Goods Received","20211","2021Q1","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","."
"TBQ05C02","Goods Received","20211","2021Q1","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes","."
"TBQ05C02","Goods Received","20211","2021Q1","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","230"
"TBQ05C02","Goods Received","20211","2021Q1","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","15"
"TBQ05C02","Goods Received","20211","2021Q1","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","161"
"TBQ05C02","Goods Received","20211","2021Q1","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","14"
"TBQ05C02","Goods Received","20211","2021Q1","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","33"
"TBQ05C02","Goods Received","20211","2021Q1","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","7"
"TBQ05C02","Goods Received","20211","2021Q1","IEDUB","Dublin","-","All regions of trade","000 Tonnes","3640"
"TBQ05C02","Goods Received","20211","2021Q1","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","1841"
"TBQ05C02","Goods Received","20211","2021Q1","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","1492"
"TBQ05C02","Goods Received","20211","2021Q1","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","120"
"TBQ05C02","Goods Received","20211","2021Q1","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","66"
"TBQ05C02","Goods Received","20211","2021Q1","IEDUB","Dublin","5","Coastal trade","000 Tonnes","121"
"TBQ05C02","Goods Received","20211","2021Q1","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","1981"
"TBQ05C02","Goods Received","20211","2021Q1","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","71"
"TBQ05C02","Goods Received","20211","2021Q1","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","573"
"TBQ05C02","Goods Received","20211","2021Q1","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","395"
"TBQ05C02","Goods Received","20211","2021Q1","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","892"
"TBQ05C02","Goods Received","20211","2021Q1","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","50"
"TBQ05C02","Goods Received","20211","2021Q1","IEORK","Cork","-","All regions of trade","000 Tonnes","1447"
"TBQ05C02","Goods Received","20211","2021Q1","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","169"
"TBQ05C02","Goods Received","20211","2021Q1","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","406"
"TBQ05C02","Goods Received","20211","2021Q1","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","54"
"TBQ05C02","Goods Received","20211","2021Q1","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","814"
"TBQ05C02","Goods Received","20211","2021Q1","IEORK","Cork","5","Coastal trade","000 Tonnes","3"
"TBQ05C02","Goods Received","20211","2021Q1","IEROS","Rosslare","-","All regions of trade","000 Tonnes","309"
"TBQ05C02","Goods Received","20211","2021Q1","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","90"
"TBQ05C02","Goods Received","20211","2021Q1","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","219"
"TBQ05C02","Goods Received","20211","2021Q1","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes","."
"TBQ05C02","Goods Received","20211","2021Q1","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes","."
"TBQ05C02","Goods Received","20211","2021Q1","IEROS","Rosslare","5","Coastal trade","000 Tonnes","."
"TBQ05C02","Goods Received","20211","2021Q1","IEWAT","Waterford","-","All regions of trade","000 Tonnes","469"
"TBQ05C02","Goods Received","20211","2021Q1","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","7"
"TBQ05C02","Goods Received","20211","2021Q1","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","354"
"TBQ05C02","Goods Received","20211","2021Q1","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","42"
"TBQ05C02","Goods Received","20211","2021Q1","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","66"
"TBQ05C02","Goods Received","20211","2021Q1","IEWAT","Waterford","5","Coastal trade","000 Tonnes","."
"TBQ05C02","Goods Received","20212","2021Q2","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","8596"
"TBQ05C02","Goods Received","20212","2021Q2","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2481"
"TBQ05C02","Goods Received","20212","2021Q2","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","3504"
"TBQ05C02","Goods Received","20212","2021Q2","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","980"
"TBQ05C02","Goods Received","20212","2021Q2","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","1420"
"TBQ05C02","Goods Received","20212","2021Q2","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","211"
"TBQ05C02","Goods Received","20212","2021Q2","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","66"
"TBQ05C02","Goods Received","20212","2021Q2","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","."
"TBQ05C02","Goods Received","20212","2021Q2","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes","."
"TBQ05C02","Goods Received","20212","2021Q2","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes","66"
"TBQ05C02","Goods Received","20212","2021Q2","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","."
"TBQ05C02","Goods Received","20212","2021Q2","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes","."
"TBQ05C02","Goods Received","20212","2021Q2","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","167"
"TBQ05C02","Goods Received","20212","2021Q2","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","3"
"TBQ05C02","Goods Received","20212","2021Q2","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","139"
"TBQ05C02","Goods Received","20212","2021Q2","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","18"
"TBQ05C02","Goods Received","20212","2021Q2","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","7"
"TBQ05C02","Goods Received","20212","2021Q2","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","."
"TBQ05C02","Goods Received","20212","2021Q2","IEDUB","Dublin","-","All regions of trade","000 Tonnes","4102"
"TBQ05C02","Goods Received","20212","2021Q2","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2125"
"TBQ05C02","Goods Received","20212","2021Q2","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","1666"
"TBQ05C02","Goods Received","20212","2021Q2","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","64"
"TBQ05C02","Goods Received","20212","2021Q2","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","72"
"TBQ05C02","Goods Received","20212","2021Q2","IEDUB","Dublin","5","Coastal trade","000 Tonnes","175"
"TBQ05C02","Goods Received","20212","2021Q2","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","1909"
"TBQ05C02","Goods Received","20212","2021Q2","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","104"
"TBQ05C02","Goods Received","20212","2021Q2","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","762"
"TBQ05C02","Goods Received","20212","2021Q2","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","217"
"TBQ05C02","Goods Received","20212","2021Q2","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","793"
"TBQ05C02","Goods Received","20212","2021Q2","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","33"
"TBQ05C02","Goods Received","20212","2021Q2","IEORK","Cork","-","All regions of trade","000 Tonnes","1561"
"TBQ05C02","Goods Received","20212","2021Q2","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","127"
"TBQ05C02","Goods Received","20212","2021Q2","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","449"
"TBQ05C02","Goods Received","20212","2021Q2","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","530"
"TBQ05C02","Goods Received","20212","2021Q2","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","451"
"TBQ05C02","Goods Received","20212","2021Q2","IEORK","Cork","5","Coastal trade","000 Tonnes","4"
"TBQ05C02","Goods Received","20212","2021Q2","IEROS","Rosslare","-","All regions of trade","000 Tonnes","348"
"TBQ05C02","Goods Received","20212","2021Q2","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","121"
"TBQ05C02","Goods Received","20212","2021Q2","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","227"
"TBQ05C02","Goods Received","20212","2021Q2","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes","."
"TBQ05C02","Goods Received","20212","2021Q2","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes","."
"TBQ05C02","Goods Received","20212","2021Q2","IEROS","Rosslare","5","Coastal trade","000 Tonnes","."
"TBQ05C02","Goods Received","20212","2021Q2","IEWAT","Waterford","-","All regions of trade","000 Tonnes","444"
"TBQ05C02","Goods Received","20212","2021Q2","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","1"
"TBQ05C02","Goods Received","20212","2021Q2","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","261"
"TBQ05C02","Goods Received","20212","2021Q2","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","84"
"TBQ05C02","Goods Received","20212","2021Q2","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","97"
"TBQ05C02","Goods Received","20212","2021Q2","IEWAT","Waterford","5","Coastal trade","000 Tonnes","."
"TBQ05C03","Goods Forwarded","20171","2017Q1","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","4158"
"TBQ05C03","Goods Forwarded","20171","2017Q1","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","2189"
"TBQ05C03","Goods Forwarded","20171","2017Q1","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","1407"
"TBQ05C03","Goods Forwarded","20171","2017Q1","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","225"
"TBQ05C03","Goods Forwarded","20171","2017Q1","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","134"
"TBQ05C03","Goods Forwarded","20171","2017Q1","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","203"
"TBQ05C03","Goods Forwarded","20171","2017Q1","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes",""
"TBQ05C03","Goods Forwarded","20171","2017Q1","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes",""
